order_id,product,quantity_ordered,price_each,order_date,purchase_address,city,state,total_amount,day_of_week,hour,order_day
186243,AAA Batteries (4-pack),1,2.99,2019-04-27 13:54:00,"923 Ridge St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Saturday,13,2019-04-27
186244,AA Batteries (4-pack),3,3.84,2019-04-11 20:12:00,"827 Maple St, Dallas, TX 75001",Dallas,TX,11.52,Thursday,20,2019-04-11
186245,AAA Batteries (4-pack),1,2.99,2019-04-18 07:18:00,"75 12th St, Portland, OR 97035",Portland,OR,2.99,Thursday,7,2019-04-18
186246,Apple Airpods Headphones,1,150.0,2019-04-02 17:13:00,"579 Wilson St, San Francisco, CA 94016",San Francisco,CA,150.0,Tuesday,17,2019-04-02
186247,Google Phone,1,600.0,2019-04-30 09:43:00,"661 Willow St, Los Angeles, CA 90001",Los Angeles,CA,600.0,Tuesday,9,2019-04-30
186248,34in Ultrawide Monitor,1,379.99,2019-04-12 14:27:00,"13 Church St, Portland, OR 97035",Portland,OR,379.99,Friday,14,2019-04-12
186249,Lightning Charging Cable,1,14.95,2019-04-05 15:43:00,"577 Lakeview St, Los Angeles, CA 90001",Los Angeles,CA,14.95,Friday,15,2019-04-05
186250,LG Washing Machine,1,600.0,2019-04-16 11:14:00,"276 Maple St, Portland, OR 97035",Portland,OR,600.0,Tuesday,11,2019-04-16
186251,Lightning Charging Cable,1,14.95,2019-04-11 07:23:00,"21 Elm St, San Francisco, CA 94016",San Francisco,CA,14.95,Thursday,7,2019-04-11
186252,Macbook Pro Laptop,1,1700.0,2019-04-12 08:41:00,"408 Johnson St, Dallas, TX 75001",Dallas,TX,1700.0,Friday,8,2019-04-12
186253,USB-C Charging Cable,1,11.95,2019-04-02 17:22:00,"806 Meadow St, Portland, ME 04101",Portland,ME,11.95,Tuesday,17,2019-04-02
186254,Lightning Charging Cable,1,14.95,2019-04-23 16:18:00,"735 Jefferson St, New York City, NY 10001",New York City,NY,14.95,Tuesday,16,2019-04-23
186255,USB-C Charging Cable,1,11.95,2019-04-20 08:05:00,"633 Washington St, Seattle, WA 98101",Seattle,WA,11.95,Saturday,8,2019-04-20
186256,AAA Batteries (4-pack),1,2.99,2019-04-12 17:05:00,"510 South St, Atlanta, GA 30301",Atlanta,GA,2.99,Friday,17,2019-04-12
186257,Bose SoundSport Headphones,1,99.99,2019-04-07 20:58:00,"694 1st St, Boston, MA 02215",Boston,MA,99.99,Sunday,20,2019-04-07
186258,AA Batteries (4-pack),2,3.84,2019-04-09 15:11:00,"186 North St, Austin, TX 73301",Austin,TX,7.68,Tuesday,15,2019-04-09
186259,Wired Headphones,1,11.99,2019-04-02 13:36:00,"944 12th St, Los Angeles, CA 90001",Los Angeles,CA,11.99,Tuesday,13,2019-04-02
186260,USB-C Charging Cable,1,11.95,2019-04-14 10:39:00,"926 Jackson St, San Francisco, CA 94016",San Francisco,CA,11.95,Sunday,10,2019-04-14
186261,Bose SoundSport Headphones,1,99.99,2019-04-17 16:09:00,"547 Sunset St, San Francisco, CA 94016",San Francisco,CA,99.99,Wednesday,16,2019-04-17
186262,34in Ultrawide Monitor,1,379.99,2019-04-04 16:19:00,"783 1st St, Dallas, TX 75001",Dallas,TX,379.99,Thursday,16,2019-04-04
186263,Vareebadd Phone,1,400.0,2019-04-29 17:35:00,"639 Willow St, Austin, TX 73301",Austin,TX,400.0,Monday,17,2019-04-29
186264,AAA Batteries (4-pack),1,2.99,2019-04-01 17:08:00,"292 Sunset St, San Francisco, CA 94016",San Francisco,CA,2.99,Monday,17,2019-04-01
186265,AA Batteries (4-pack),1,3.84,2019-04-26 11:20:00,"356 10th St, Atlanta, GA 30301",Atlanta,GA,3.84,Friday,11,2019-04-26
186266,Bose SoundSport Headphones,1,99.99,2019-04-10 12:15:00,"199 Lincoln St, San Francisco, CA 94016",San Francisco,CA,99.99,Wednesday,12,2019-04-10
186267,AA Batteries (4-pack),2,3.84,2019-04-16 15:12:00,"967 Adams St, Los Angeles, CA 90001",Los Angeles,CA,7.68,Tuesday,15,2019-04-16
186268,Lightning Charging Cable,1,14.95,2019-04-29 05:49:00,"472 1st St, Los Angeles, CA 90001",Los Angeles,CA,14.95,Monday,5,2019-04-29
186269,Wired Headphones,2,11.99,2019-04-06 00:25:00,"223 Johnson St, Portland, OR 97035",Portland,OR,23.98,Saturday,0,2019-04-06
186270,Apple Airpods Headphones,1,150.0,2019-04-30 12:28:00,"641 Willow St, New York City, NY 10001",New York City,NY,150.0,Tuesday,12,2019-04-30
186271,Vareebadd Phone,1,400.0,2019-04-07 20:29:00,"222 Church St, New York City, NY 10001",New York City,NY,400.0,Sunday,20,2019-04-07
186271,AA Batteries (4-pack),1,3.84,2019-04-07 20:29:00,"222 Church St, New York City, NY 10001",New York City,NY,3.84,Sunday,20,2019-04-07
186272,USB-C Charging Cable,1,11.95,2019-04-17 10:07:00,"35 Cedar St, San Francisco, CA 94016",San Francisco,CA,11.95,Wednesday,10,2019-04-17
186273,ThinkPad Laptop,1,999.99,2019-04-26 11:48:00,"753 1st St, Portland, OR 97035",Portland,OR,999.99,Friday,11,2019-04-26
186274,AAA Batteries (4-pack),2,2.99,2019-04-03 23:59:00,"685 7th St, Seattle, WA 98101",Seattle,WA,5.98,Wednesday,23,2019-04-03
186275,USB-C Charging Cable,1,11.95,2019-04-02 17:01:00,"566 8th St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Tuesday,17,2019-04-02
186276,AAA Batteries (4-pack),3,2.99,2019-04-05 00:29:00,"528 Elm St, San Francisco, CA 94016",San Francisco,CA,8.97,Friday,0,2019-04-05
186277,AA Batteries (4-pack),1,3.84,2019-04-07 00:30:00,"914 Park St, New York City, NY 10001",New York City,NY,3.84,Sunday,0,2019-04-07
186278,Lightning Charging Cable,1,14.95,2019-04-08 10:54:00,"774 Lakeview St, San Francisco, CA 94016",San Francisco,CA,14.95,Monday,10,2019-04-08
186279,20in Monitor,1,109.99,2019-04-12 00:22:00,"535 Lake St, New York City, NY 10001",New York City,NY,109.99,Friday,0,2019-04-12
186280,Wired Headphones,1,11.99,2019-04-18 09:45:00,"834 Lakeview St, Los Angeles, CA 90001",Los Angeles,CA,11.99,Thursday,9,2019-04-18
186281,Wired Headphones,1,11.99,2019-04-10 11:02:00,"203 Lake St, Los Angeles, CA 90001",Los Angeles,CA,11.99,Wednesday,11,2019-04-10
186282,20in Monitor,1,109.99,2019-04-06 14:21:00,"729 Jackson St, Seattle, WA 98101",Seattle,WA,109.99,Saturday,14,2019-04-06
186283,Bose SoundSport Headphones,1,99.99,2019-04-21 13:03:00,"848 Pine St, Dallas, TX 75001",Dallas,TX,99.99,Sunday,13,2019-04-21
186284,iPhone,1,700.0,2019-04-06 01:13:00,"30 10th St, Dallas, TX 75001",Dallas,TX,700.0,Saturday,1,2019-04-06
186284,Lightning Charging Cable,1,14.95,2019-04-06 01:13:00,"30 10th St, Dallas, TX 75001",Dallas,TX,14.95,Saturday,1,2019-04-06
186285,iPhone,1,700.0,2019-04-29 14:58:00,"500 Chestnut St, San Francisco, CA 94016",San Francisco,CA,700.0,Monday,14,2019-04-29
186286,Bose SoundSport Headphones,1,99.99,2019-04-29 17:17:00,"708 Maple St, Atlanta, GA 30301",Atlanta,GA,99.99,Monday,17,2019-04-29
186287,AAA Batteries (4-pack),2,2.99,2019-04-09 22:16:00,"499 13th St, New York City, NY 10001",New York City,NY,5.98,Tuesday,22,2019-04-09
186288,iPhone,1,700.0,2019-04-07 09:41:00,"204 Spruce St, Austin, TX 73301",Austin,TX,700.0,Sunday,9,2019-04-07
186288,Wired Headphones,1,11.99,2019-04-07 09:41:00,"204 Spruce St, Austin, TX 73301",Austin,TX,11.99,Sunday,9,2019-04-07
186289,Apple Airpods Headphones,1,150.0,2019-04-09 09:57:00,"402 8th St, New York City, NY 10001",New York City,NY,150.0,Tuesday,9,2019-04-09
186290,USB-C Charging Cable,1,11.95,2019-04-12 20:26:00,"308 Wilson St, New York City, NY 10001",New York City,NY,11.95,Friday,20,2019-04-12
186291,AA Batteries (4-pack),1,3.84,2019-04-21 11:01:00,"358 Maple St, Dallas, TX 75001",Dallas,TX,3.84,Sunday,11,2019-04-21
186292,Wired Headphones,1,11.99,2019-04-14 12:11:00,"666 Jackson St, Los Angeles, CA 90001",Los Angeles,CA,11.99,Sunday,12,2019-04-14
186293,27in 4K Gaming Monitor,1,389.99,2019-04-20 17:09:00,"268 Spruce St, San Francisco, CA 94016",San Francisco,CA,389.99,Saturday,17,2019-04-20
186294,27in 4K Gaming Monitor,1,389.99,2019-04-28 08:23:00,"13 Center St, San Francisco, CA 94016",San Francisco,CA,389.99,Sunday,8,2019-04-28
186295,Apple Airpods Headphones,1,150.0,2019-04-27 12:40:00,"345 13th St, Atlanta, GA 30301",Atlanta,GA,150.0,Saturday,12,2019-04-27
186296,Macbook Pro Laptop,1,1700.0,2019-04-04 15:16:00,"491 4th St, San Francisco, CA 94016",San Francisco,CA,1700.0,Thursday,15,2019-04-04
186297,Bose SoundSport Headphones,1,99.99,2019-04-01 07:01:00,"944 Cherry St, Atlanta, GA 30301",Atlanta,GA,99.99,Monday,7,2019-04-01
186298,Bose SoundSport Headphones,1,99.99,2019-04-21 19:07:00,"621 5th St, Los Angeles, CA 90001",Los Angeles,CA,99.99,Sunday,19,2019-04-21
186299,27in 4K Gaming Monitor,1,389.99,2019-04-18 00:19:00,"55 Jackson St, Los Angeles, CA 90001",Los Angeles,CA,389.99,Thursday,0,2019-04-18
186300,Bose SoundSport Headphones,1,99.99,2019-04-09 00:41:00,"495 Hill St, San Francisco, CA 94016",San Francisco,CA,99.99,Tuesday,0,2019-04-09
186301,Lightning Charging Cable,1,14.95,2019-04-24 03:05:00,"279 Hill St, Boston, MA 02215",Boston,MA,14.95,Wednesday,3,2019-04-24
186302,LG Dryer,1,600.0,2019-04-13 18:35:00,"505 Johnson St, Boston, MA 02215",Boston,MA,600.0,Saturday,18,2019-04-13
186303,Lightning Charging Cable,1,14.95,2019-04-28 17:54:00,"438 4th St, San Francisco, CA 94016",San Francisco,CA,14.95,Sunday,17,2019-04-28
186304,Lightning Charging Cable,1,14.95,2019-04-24 07:14:00,"498 Lake St, Seattle, WA 98101",Seattle,WA,14.95,Wednesday,7,2019-04-24
186305,Wired Headphones,1,11.99,2019-04-19 15:24:00,"460 Hill St, San Francisco, CA 94016",San Francisco,CA,11.99,Friday,15,2019-04-19
186306,Macbook Pro Laptop,1,1700.0,2019-04-14 19:52:00,"447 12th St, Atlanta, GA 30301",Atlanta,GA,1700.0,Sunday,19,2019-04-14
186307,Apple Airpods Headphones,1,150.0,2019-04-16 03:38:00,"79 South St, Seattle, WA 98101",Seattle,WA,150.0,Tuesday,3,2019-04-16
186308,AA Batteries (4-pack),1,3.84,2019-04-11 23:49:00,"171 7th St, Dallas, TX 75001",Dallas,TX,3.84,Thursday,23,2019-04-11
186309,AAA Batteries (4-pack),2,2.99,2019-04-24 14:47:00,"801 14th St, Boston, MA 02215",Boston,MA,5.98,Wednesday,14,2019-04-24
186310,USB-C Charging Cable,1,11.95,2019-04-19 15:01:00,"68 Highland St, San Francisco, CA 94016",San Francisco,CA,11.95,Friday,15,2019-04-19
186311,Lightning Charging Cable,1,14.95,2019-04-12 23:38:00,"835 Willow St, Austin, TX 73301",Austin,TX,14.95,Friday,23,2019-04-12
186312,27in 4K Gaming Monitor,1,389.99,2019-04-19 15:03:00,"721 Forest St, Boston, MA 02215",Boston,MA,389.99,Friday,15,2019-04-19
186313,Bose SoundSport Headphones,1,99.99,2019-04-13 15:28:00,"429 Cherry St, Atlanta, GA 30301",Atlanta,GA,99.99,Saturday,15,2019-04-13
186314,Apple Airpods Headphones,1,150.0,2019-04-08 21:17:00,"759 Lincoln St, San Francisco, CA 94016",San Francisco,CA,150.0,Monday,21,2019-04-08
186315,Apple Airpods Headphones,1,150.0,2019-04-13 09:07:00,"670 Center St, San Francisco, CA 94016",San Francisco,CA,150.0,Saturday,9,2019-04-13
186316,27in 4K Gaming Monitor,1,389.99,2019-04-14 23:41:00,"528 10th St, New York City, NY 10001",New York City,NY,389.99,Sunday,23,2019-04-14
186317,Lightning Charging Cable,1,14.95,2019-04-14 13:16:00,"590 Cherry St, Atlanta, GA 30301",Atlanta,GA,14.95,Sunday,13,2019-04-14
186318,AAA Batteries (4-pack),1,2.99,2019-04-21 18:15:00,"28 Chestnut St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Sunday,18,2019-04-21
186319,27in 4K Gaming Monitor,1,389.99,2019-04-16 07:16:00,"942 Main St, Los Angeles, CA 90001",Los Angeles,CA,389.99,Tuesday,7,2019-04-16
186320,Lightning Charging Cable,1,14.95,2019-04-29 10:53:00,"759 4th St, Los Angeles, CA 90001",Los Angeles,CA,14.95,Monday,10,2019-04-29
186321,27in FHD Monitor,1,149.99,2019-04-26 21:09:00,"429 14th St, San Francisco, CA 94016",San Francisco,CA,149.99,Friday,21,2019-04-26
186322,AA Batteries (4-pack),1,3.84,2019-04-01 17:27:00,"423 14th St, Dallas, TX 75001",Dallas,TX,3.84,Monday,17,2019-04-01
186323,Google Phone,1,600.0,2019-04-20 10:42:00,"185 10th St, New York City, NY 10001",New York City,NY,600.0,Saturday,10,2019-04-20
186324,Bose SoundSport Headphones,1,99.99,2019-04-21 15:07:00,"925 13th St, Boston, MA 02215",Boston,MA,99.99,Sunday,15,2019-04-21
186325,AAA Batteries (4-pack),2,2.99,2019-04-16 23:43:00,"75 12th St, Boston, MA 02215",Boston,MA,5.98,Tuesday,23,2019-04-16
186326,AAA Batteries (4-pack),1,2.99,2019-04-05 12:04:00,"317 12th St, San Francisco, CA 94016",San Francisco,CA,2.99,Friday,12,2019-04-05
186327,27in 4K Gaming Monitor,1,389.99,2019-04-29 05:12:00,"607 6th St, Seattle, WA 98101",Seattle,WA,389.99,Monday,5,2019-04-29
186328,Wired Headphones,1,11.99,2019-04-02 19:31:00,"576 Madison St, Dallas, TX 75001",Dallas,TX,11.99,Tuesday,19,2019-04-02
186329,Bose SoundSport Headphones,1,99.99,2019-04-12 18:35:00,"407 Johnson St, Los Angeles, CA 90001",Los Angeles,CA,99.99,Friday,18,2019-04-12
186330,Wired Headphones,1,11.99,2019-04-23 11:50:00,"493 Madison St, San Francisco, CA 94016",San Francisco,CA,11.99,Tuesday,11,2019-04-23
186331,AAA Batteries (4-pack),5,2.99,2019-04-09 11:35:00,"553 2nd St, Los Angeles, CA 90001",Los Angeles,CA,14.950000000000001,Tuesday,11,2019-04-09
186331,AAA Batteries (4-pack),1,2.99,2019-04-09 11:35:00,"553 2nd St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Tuesday,11,2019-04-09
186332,Apple Airpods Headphones,1,150.0,2019-04-25 16:39:00,"170 10th St, Seattle, WA 98101",Seattle,WA,150.0,Thursday,16,2019-04-25
186333,Apple Airpods Headphones,1,150.0,2019-04-27 10:35:00,"433 4th St, San Francisco, CA 94016",San Francisco,CA,150.0,Saturday,10,2019-04-27
186334,Flatscreen TV,1,300.0,2019-04-05 10:18:00,"612 North St, Seattle, WA 98101",Seattle,WA,300.0,Friday,10,2019-04-05
186335,Macbook Pro Laptop,1,1700.0,2019-04-18 11:57:00,"211 Hill St, San Francisco, CA 94016",San Francisco,CA,1700.0,Thursday,11,2019-04-18
186336,ThinkPad Laptop,1,999.99,2019-04-08 23:29:00,"785 13th St, Seattle, WA 98101",Seattle,WA,999.99,Monday,23,2019-04-08
186337,27in FHD Monitor,1,149.99,2019-04-09 12:04:00,"229 Park St, San Francisco, CA 94016",San Francisco,CA,149.99,Tuesday,12,2019-04-09
186338,27in FHD Monitor,1,149.99,2019-04-16 17:23:00,"56 Pine St, Boston, MA 02215",Boston,MA,149.99,Tuesday,17,2019-04-16
186339,USB-C Charging Cable,1,11.95,2019-04-16 16:47:00,"109 Church St, San Francisco, CA 94016",San Francisco,CA,11.95,Tuesday,16,2019-04-16
186340,USB-C Charging Cable,1,11.95,2019-04-07 13:00:00,"675 River St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Sunday,13,2019-04-07
186341,AAA Batteries (4-pack),1,2.99,2019-04-13 17:44:00,"456 4th St, San Francisco, CA 94016",San Francisco,CA,2.99,Saturday,17,2019-04-13
186342,Bose SoundSport Headphones,1,99.99,2019-04-29 08:59:00,"231 13th St, Dallas, TX 75001",Dallas,TX,99.99,Monday,8,2019-04-29
186343,Apple Airpods Headphones,1,150.0,2019-04-10 00:15:00,"567 Park St, New York City, NY 10001",New York City,NY,150.0,Wednesday,0,2019-04-10
186344,Google Phone,1,600.0,2019-04-04 10:14:00,"809 Hill St, Seattle, WA 98101",Seattle,WA,600.0,Thursday,10,2019-04-04
186345,Apple Airpods Headphones,1,150.0,2019-04-02 18:03:00,"305 8th St, New York City, NY 10001",New York City,NY,150.0,Tuesday,18,2019-04-02
186346,27in FHD Monitor,1,149.99,2019-04-10 17:25:00,"600 Madison St, Austin, TX 73301",Austin,TX,149.99,Wednesday,17,2019-04-10
186347,AA Batteries (4-pack),1,3.84,2019-04-09 20:58:00,"439 Hickory St, San Francisco, CA 94016",San Francisco,CA,3.84,Tuesday,20,2019-04-09
186348,Apple Airpods Headphones,1,150.0,2019-04-27 23:22:00,"684 North St, Portland, ME 04101",Portland,ME,150.0,Saturday,23,2019-04-27
186349,34in Ultrawide Monitor,1,379.99,2019-04-02 22:53:00,"551 Ridge St, San Francisco, CA 94016",San Francisco,CA,379.99,Tuesday,22,2019-04-02
186350,AAA Batteries (4-pack),1,2.99,2019-04-30 10:57:00,"192 Center St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Tuesday,10,2019-04-30
186351,AAA Batteries (4-pack),1,2.99,2019-04-30 21:15:00,"321 Adams St, Austin, TX 73301",Austin,TX,2.99,Tuesday,21,2019-04-30
186352,Wired Headphones,1,11.99,2019-04-03 18:04:00,"575 Cherry St, Dallas, TX 75001",Dallas,TX,11.99,Wednesday,18,2019-04-03
186353,Bose SoundSport Headphones,1,99.99,2019-04-25 15:08:00,"805 9th St, Seattle, WA 98101",Seattle,WA,99.99,Thursday,15,2019-04-25
186354,27in FHD Monitor,1,149.99,2019-04-25 12:19:00,"217 Wilson St, Portland, ME 04101",Portland,ME,149.99,Thursday,12,2019-04-25
186355,USB-C Charging Cable,1,11.95,2019-04-28 13:19:00,"220 Chestnut St, Atlanta, GA 30301",Atlanta,GA,11.95,Sunday,13,2019-04-28
186356,Lightning Charging Cable,1,14.95,2019-04-25 19:51:00,"901 Cherry St, Seattle, WA 98101",Seattle,WA,14.95,Thursday,19,2019-04-25
186357,AAA Batteries (4-pack),1,2.99,2019-04-17 15:36:00,"461 Park St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Wednesday,15,2019-04-17
186358,Lightning Charging Cable,1,14.95,2019-04-14 14:57:00,"460 Wilson St, Seattle, WA 98101",Seattle,WA,14.95,Sunday,14,2019-04-14
186359,Lightning Charging Cable,1,14.95,2019-04-29 22:03:00,"403 12th St, Boston, MA 02215",Boston,MA,14.95,Monday,22,2019-04-29
186360,Lightning Charging Cable,1,14.95,2019-04-12 15:49:00,"656 2nd St, Atlanta, GA 30301",Atlanta,GA,14.95,Friday,15,2019-04-12
186361,AA Batteries (4-pack),1,3.84,2019-04-03 13:53:00,"64 Lakeview St, Portland, OR 97035",Portland,OR,3.84,Wednesday,13,2019-04-03
186362,Wired Headphones,1,11.99,2019-04-01 08:24:00,"464 Ridge St, Atlanta, GA 30301",Atlanta,GA,11.99,Monday,8,2019-04-01
186362,Lightning Charging Cable,1,14.95,2019-04-01 08:24:00,"464 Ridge St, Atlanta, GA 30301",Atlanta,GA,14.95,Monday,8,2019-04-01
186363,Bose SoundSport Headphones,1,99.99,2019-04-02 09:08:00,"814 2nd St, San Francisco, CA 94016",San Francisco,CA,99.99,Tuesday,9,2019-04-02
186364,AAA Batteries (4-pack),3,2.99,2019-04-12 13:53:00,"534 10th St, Los Angeles, CA 90001",Los Angeles,CA,8.97,Friday,13,2019-04-12
186365,AAA Batteries (4-pack),1,2.99,2019-04-13 23:02:00,"357 Forest St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Saturday,23,2019-04-13
186366,27in 4K Gaming Monitor,1,389.99,2019-04-10 01:52:00,"713 North St, San Francisco, CA 94016",San Francisco,CA,389.99,Wednesday,1,2019-04-10
186367,Google Phone,1,600.0,2019-04-18 23:39:00,"318 Spruce St, Dallas, TX 75001",Dallas,TX,600.0,Thursday,23,2019-04-18
186368,20in Monitor,1,109.99,2019-04-28 10:12:00,"352 8th St, New York City, NY 10001",New York City,NY,109.99,Sunday,10,2019-04-28
186369,Google Phone,1,600.0,2019-04-05 10:37:00,"930 Church St, Atlanta, GA 30301",Atlanta,GA,600.0,Friday,10,2019-04-05
186370,Google Phone,1,600.0,2019-04-14 09:27:00,"927 Madison St, Portland, OR 97035",Portland,OR,600.0,Sunday,9,2019-04-14
186370,USB-C Charging Cable,2,11.95,2019-04-14 09:27:00,"927 Madison St, Portland, OR 97035",Portland,OR,23.9,Sunday,9,2019-04-14
186371,27in FHD Monitor,1,149.99,2019-04-12 19:02:00,"752 14th St, Seattle, WA 98101",Seattle,WA,149.99,Friday,19,2019-04-12
186372,AAA Batteries (4-pack),3,2.99,2019-04-22 14:09:00,"293 2nd St, Los Angeles, CA 90001",Los Angeles,CA,8.97,Monday,14,2019-04-22
186373,Wired Headphones,1,11.99,2019-04-18 13:53:00,"739 Chestnut St, New York City, NY 10001",New York City,NY,11.99,Thursday,13,2019-04-18
186374,USB-C Charging Cable,1,11.95,2019-04-06 22:17:00,"511 Washington St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Saturday,22,2019-04-06
186375,AA Batteries (4-pack),3,3.84,2019-04-04 10:04:00,"440 7th St, New York City, NY 10001",New York City,NY,11.52,Thursday,10,2019-04-04
186376,Wired Headphones,1,11.99,2019-04-02 21:04:00,"416 Maple St, Los Angeles, CA 90001",Los Angeles,CA,11.99,Tuesday,21,2019-04-02
186377,AA Batteries (4-pack),1,3.84,2019-04-15 20:13:00,"9 2nd St, San Francisco, CA 94016",San Francisco,CA,3.84,Monday,20,2019-04-15
186378,Lightning Charging Cable,1,14.95,2019-04-18 22:35:00,"618 Sunset St, New York City, NY 10001",New York City,NY,14.95,Thursday,22,2019-04-18
186379,USB-C Charging Cable,1,11.95,2019-04-28 17:14:00,"672 Spruce St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Sunday,17,2019-04-28
186380,AA Batteries (4-pack),1,3.84,2019-04-14 19:44:00,"710 Maple St, Portland, ME 04101",Portland,ME,3.84,Sunday,19,2019-04-14
186381,Lightning Charging Cable,1,14.95,2019-04-06 02:55:00,"783 Wilson St, Los Angeles, CA 90001",Los Angeles,CA,14.95,Saturday,2,2019-04-06
186382,Google Phone,1,600.0,2019-04-13 18:30:00,"651 West St, New York City, NY 10001",New York City,NY,600.0,Saturday,18,2019-04-13
186383,AA Batteries (4-pack),1,3.84,2019-04-21 21:54:00,"622 Park St, Los Angeles, CA 90001",Los Angeles,CA,3.84,Sunday,21,2019-04-21
186384,iPhone,1,700.0,2019-04-02 00:00:00,"445 Madison St, San Francisco, CA 94016",San Francisco,CA,700.0,Tuesday,0,2019-04-02
186384,Wired Headphones,1,11.99,2019-04-02 00:00:00,"445 Madison St, San Francisco, CA 94016",San Francisco,CA,11.99,Tuesday,0,2019-04-02
186385,20in Monitor,1,109.99,2019-04-09 12:36:00,"660 11th St, Boston, MA 02215",Boston,MA,109.99,Tuesday,12,2019-04-09
186386,AAA Batteries (4-pack),1,2.99,2019-04-04 11:40:00,"329 Cedar St, San Francisco, CA 94016",San Francisco,CA,2.99,Thursday,11,2019-04-04
186387,Macbook Pro Laptop,1,1700.0,2019-04-05 15:10:00,"792 Hill St, Portland, ME 04101",Portland,ME,1700.0,Friday,15,2019-04-05
186388,Flatscreen TV,1,300.0,2019-04-15 08:25:00,"199 5th St, Boston, MA 02215",Boston,MA,300.0,Monday,8,2019-04-15
186389,27in FHD Monitor,2,149.99,2019-04-25 11:17:00,"934 Church St, Boston, MA 02215",Boston,MA,299.98,Thursday,11,2019-04-25
186390,Bose SoundSport Headphones,1,99.99,2019-04-28 19:33:00,"616 Cherry St, Atlanta, GA 30301",Atlanta,GA,99.99,Sunday,19,2019-04-28
186391,USB-C Charging Cable,1,11.95,2019-04-19 20:45:00,"840 14th St, Dallas, TX 75001",Dallas,TX,11.95,Friday,20,2019-04-19
186392,Apple Airpods Headphones,1,150.0,2019-04-16 09:20:00,"916 9th St, San Francisco, CA 94016",San Francisco,CA,150.0,Tuesday,9,2019-04-16
186393,AAA Batteries (4-pack),1,2.99,2019-04-16 03:42:00,"661 Main St, San Francisco, CA 94016",San Francisco,CA,2.99,Tuesday,3,2019-04-16
186394,Lightning Charging Cable,1,14.95,2019-04-17 05:30:00,"789 9th St, San Francisco, CA 94016",San Francisco,CA,14.95,Wednesday,5,2019-04-17
186395,AA Batteries (4-pack),1,3.84,2019-04-10 15:16:00,"952 8th St, Portland, OR 97035",Portland,OR,3.84,Wednesday,15,2019-04-10
186396,Lightning Charging Cable,1,14.95,2019-04-11 13:25:00,"757 Meadow St, Portland, OR 97035",Portland,OR,14.95,Thursday,13,2019-04-11
186397,27in FHD Monitor,1,149.99,2019-04-22 07:27:00,"458 12th St, Atlanta, GA 30301",Atlanta,GA,149.99,Monday,7,2019-04-22
186398,iPhone,1,700.0,2019-04-25 13:41:00,"156 Dogwood St, San Francisco, CA 94016",San Francisco,CA,700.0,Thursday,13,2019-04-25
186399,Lightning Charging Cable,1,14.95,2019-04-27 14:03:00,"783 Madison St, Dallas, TX 75001",Dallas,TX,14.95,Saturday,14,2019-04-27
186400,Apple Airpods Headphones,1,150.0,2019-04-14 05:09:00,"729 Park St, Atlanta, GA 30301",Atlanta,GA,150.0,Sunday,5,2019-04-14
186401,AA Batteries (4-pack),1,3.84,2019-04-17 11:19:00,"367 Willow St, Los Angeles, CA 90001",Los Angeles,CA,3.84,Wednesday,11,2019-04-17
186402,Apple Airpods Headphones,1,150.0,2019-04-22 10:40:00,"571 14th St, Boston, MA 02215",Boston,MA,150.0,Monday,10,2019-04-22
186403,LG Dryer,1,600.0,2019-04-21 05:43:00,"995 12th St, Boston, MA 02215",Boston,MA,600.0,Sunday,5,2019-04-21
186404,USB-C Charging Cable,1,11.95,2019-04-02 07:55:00,"70 West St, New York City, NY 10001",New York City,NY,11.95,Tuesday,7,2019-04-02
186405,Lightning Charging Cable,1,14.95,2019-04-19 13:19:00,"171 Jackson St, Seattle, WA 98101",Seattle,WA,14.95,Friday,13,2019-04-19
186405,AAA Batteries (4-pack),1,2.99,2019-04-19 13:19:00,"171 Jackson St, Seattle, WA 98101",Seattle,WA,2.99,Friday,13,2019-04-19
186406,Flatscreen TV,1,300.0,2019-04-15 13:03:00,"634 Lincoln St, Austin, TX 73301",Austin,TX,300.0,Monday,13,2019-04-15
186407,Wired Headphones,1,11.99,2019-04-15 17:16:00,"30 Cedar St, New York City, NY 10001",New York City,NY,11.99,Monday,17,2019-04-15
186408,AA Batteries (4-pack),1,3.84,2019-04-27 10:51:00,"136 Sunset St, Los Angeles, CA 90001",Los Angeles,CA,3.84,Saturday,10,2019-04-27
186409,Apple Airpods Headphones,1,150.0,2019-04-22 12:01:00,"379 Washington St, Portland, OR 97035",Portland,OR,150.0,Monday,12,2019-04-22
186410,AAA Batteries (4-pack),1,2.99,2019-04-19 14:36:00,"211 Johnson St, Seattle, WA 98101",Seattle,WA,2.99,Friday,14,2019-04-19
186411,Wired Headphones,2,11.99,2019-04-17 21:09:00,"725 Church St, New York City, NY 10001",New York City,NY,23.98,Wednesday,21,2019-04-17
